Company,CompanyDID,CompanyDetailsURL,DID,OnetCode,ONetFriendlyTitle,DescriptionTeaser,Distance,EmploymentType,EducationRequired,ExperienceRequired,JobDetailsURL,JobServiceURL,Location,LocationLatitude,LocationLongitude,PostedTime,Pay,SimilarJobsURL,JobTitle,ApplyRequirement,Skills
</>,</>,</>,<>JB77V16T661HMZ8NYKB</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB77V16T661HMZ8NYKB</>,<>https://api.careerbuilder.com/v1/job?DID=JB77V16T661HMZ8NYKB&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>UT - Remote / Virtual</>,<>40.7595</>,<>-111.88823</>,<>7/25/2014 1:03:33 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB77V16T661HMZ8NYKB</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB76XC6D7BW5P1HVW5B</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB76XC6D7BW5P1HVW5B</>,<>https://api.careerbuilder.com/v1/job?DID=JB76XC6D7BW5P1HVW5B&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>SC - Remote / Virtual</>,<>33.99855</>,<>-81.04525</>,<>7/25/2014 1:03:33 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB76XC6D7BW5P1HVW5B</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB71676K1GCTZFKKPZ1</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB71676K1GCTZFKKPZ1</>,<>https://api.careerbuilder.com/v1/job?DID=JB71676K1GCTZFKKPZ1&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>NY - Remote / Virtual</>,<>42.65144</>,<>-73.75525</>,<>7/25/2014 1:03:33 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB71676K1GCTZFKKPZ1</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB77S46PJXB7JPPXGWN</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB77S46PJXB7JPPXGWN</>,<>https://api.careerbuilder.com/v1/job?DID=JB77S46PJXB7JPPXGWN&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>LA - Remote / Virtual</>,<>29.95369</>,<>-90.07771</>,<>7/25/2014 1:03:33 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB77S46PJXB7JPPXGWN</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB74ZZ703RLDKZ7VJPQ</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB74ZZ703RLDKZ7VJPQ</>,<>https://api.careerbuilder.com/v1/job?DID=JB74ZZ703RLDKZ7VJPQ&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>WI - Remote / Virtual</>,<>43.04181</>,<>-87.90684</>,<>7/25/2014 1:03:32 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB74ZZ703RLDKZ7VJPQ</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB70V56QMNR9YXGWC8G</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB70V56QMNR9YXGWC8G</>,<>https://api.careerbuilder.com/v1/job?DID=JB70V56QMNR9YXGWC8G&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>AZ - Remote / Virtual</>,<>32.22155</>,<>-110.96975</>,<>7/25/2014 1:03:32 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB70V56QMNR9YXGWC8G</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB75916MMT516TZFSYQ</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB75916MMT516TZFSYQ</>,<>https://api.careerbuilder.com/v1/job?DID=JB75916MMT516TZFSYQ&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>FL - Remote / Virtual</>,<>26.64084</>,<>-81.86819</>,<>7/25/2014 1:03:31 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB75916MMT516TZFSYQ</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB77BS76BQ6733GS2JL</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB77BS76BQ6733GS2JL</>,<>https://api.careerbuilder.com/v1/job?DID=JB77BS76BQ6733GS2JL&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>NV - Remote / Virtual</>,<>36.17191</>,<>-115.13997</>,<>7/25/2014 1:03:31 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB77BS76BQ6733GS2JL</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB74CM6LHXRM0178WYN</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB74CM6LHXRM0178WYN</>,<>https://api.careerbuilder.com/v1/job?DID=JB74CM6LHXRM0178WYN&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>VA - Remote / Virtual</>,<>36.84682</>,<>-76.28507</>,<>7/25/2014 1:03:31 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB74CM6LHXRM0178WYN</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
</>,</>,</>,<>JB71ZS6TQQYB99KL112</>,<>15-1031.00</>,"<>Computer Software Engineers, Applications</>",</>,<>Full-Time</>,<>Not Specified</>,<>Not Specified</>,<>http://api.careerbuilder.com/v1/joblink?TrackingID=UNTRKD&amp;HostSite=US&amp;DID=JB71ZS6TQQYB99KL112</>,<>https://api.careerbuilder.com/v1/job?DID=JB71ZS6TQQYB99KL112&amp;HostSite=US&amp;DeveloperKey=WDHL7MB628RRNH2V6WJQ</>,<>IA - Remote / Virtual</>,<>41.58979</>,<>-93.61566</>,<>7/25/2014 1:03:31 AM</>,<>N/A</>,<>http://www.careerbuilder.com/jobs/similarjobs.aspx?ipath=JELO&amp;job_did=JB71ZS6TQQYB99KL112</>,<>iOS Mobile Developer - IBM - Remote</>,<>IsExternal</>,"<>
        <Skill>representational state transfer</Skill>
        <Skill>html</Skill>
        <Skill>agile software development</Skill>
        <Skill>iphone</Skill>
        <Skill>sdlc</Skill>
        <Skill>User Experience</Skill>
        <Skill>objective-c</Skill>
        <Skill>c (programming language)</Skill>
        <Skill>computer security</Skill>
        <Skill>ajax</Skill>
        <Skill>json</Skill>
        <Skill>ios</Skill>
        <Skill>ios sdk</Skill>
        <Skill>scrum (development)</Skill>
      </>"
